pmid,title,abstract
41572619,Comprehensive profiling of Aβ40 and Aβ42 fibril-interacting proteins reveals PRKCG as a drug-targetable regulator of amyloidogenesis in Alzheimer's disease.,"Proteins interacting with amyloid beta (Aβ) fibrils could be key to plaque formation in Alzheimer's disease (AD) and represent potential biomarkers and therapeutic targets. Previous proteomic studies using microdissected plaques might have captured non-specific components rather than true Aβ interactors. Biotinylated Aβ40 or Aβ42 peptides were induced to form fibrils, with Scrambled peptides as controls, and incubated with protein extracts from AD and control prefrontal cortex tissue. Pull-down assays coupled with label-free proteomics identified fibril interactors. Dysregulation and localization were assessed by Western blot, immunofluorescence, immunocytochemistry, immunohistochemistry, and in silico analyses. We identified 185 Aβ40- and 874 Aβ42-associated proteins, with 78 shared. Sixteen proteins, including protein kinase C gamma type (PRKCG), displaying altered expression in AD, were validated as actual interactors and plaque components ex vivo. Remarkably, modulation of PRKCG influenced fibril formation. This study expands the Aβ plaque-associated proteome, identifies novel interactors, and highlights PRKCG as a drug-targetable regulator of AD amyloidogenesis. A comprehensive proteomic profiling allowed identifying proteins interacting with Aβ40 and Aβ42 fibrils, including many novel interactors. Sixteen proteins were validated in vitro and ex vivo as bona fide Aβ plaque constituents. Dysregulated expression of key interactors was confirmed in AD brain and cell models. Modulation of PRKCG activity altered Aβ fibril formation and progression. Findings expand the Aβ-associated proteome and highlight novel targets for AD biomarker and therapeutic development."
41603025,Nanomaterial strategies for mitigating protein misfolding and neuroinflammation in neurodegenerative diseases.,"Neurodegenerative disorders such as Alzheimer's disease are characterized by pathological protein misfolding, persistent neuroinflammation, and progressive synaptic deterioration. Nanoscale therapeutic platforms offer a versatile strategy for simultaneously suppressing pathogenic protein aggregation and modulating glial hyperactivation, thereby addressing the multifactorial nature of neurodegenerative pathology. Engineered AuNPs, carbon-based nanodots, and related constructs with negatively charged surfaces exhibit high affinity for amyloidogenic peptides, thereby limiting amyloid-β or tau fibrillization, while photothermal strategies using graphene or gold nanorods induce localized thermal disruption of preformed aggregates, enhancing their disassembly. In parallel, functionalized nanocarriers facilitate brain-targeted delivery of anti-inflammatory agents by leveraging receptor-mediated transcytosis or biomimetic cell membrane-camouflaging strategies, attenuating proinflammatory cytokines and promoting autophagic clearance. <i>In vitro</i> and <i>in vivo</i> models demonstrate integrated therapeutic benefits, including attenuation of plaque deposition, preservation of neuronal integrity, and recovery of cognitive performance. Despite remaining challenges in large-scale synthesis and long-term safety, evolving nanotechnologies offer a flexible and integrated platform capable of disrupting the pathogenic cycle linking protein misfolding, neuroinflammation, and disease progression."
41602207,"Merging multimodal digital biomarkers into ""Digital Neuro Fingerprints"" for precision neurology in dementias: the promise of the right treatment for the right patient at the right time in the age of AI.","Digital biomarkers are revolutionizing medicine in ways that were unimaginable a few years ago. Consequently, precision medicine approaches now realistically can promise personalization, i.e., the right treatments for the right patients at the right time, including earlier, targeted interventions which lead to a major paradigm shift in how medicine is practiced from reactive to preventive action. Although the scientific evidence is clear on the power of digital biomarkers, there is an unmet need for translating these findings into actionable insights in clinical practice. In this paper, we focus on Alzheimer's disease and related dementias (ADRD), and how digital biomarkers could empower clinical decision making in its preclinical stages. We argue that a new all-encompassing score is needed, akin to a BrainHealth Index linked to the established and validated risk stratifications frameworks and is directed at the prevention of ADRD. Specifically, we propose the new concept ""Digital Neuro Fingerprint (DNF)"", built with simultaneous collection of multimodal digital biomarkers (speech, gait, eye movements etc.) from smartphone based augmented reality or virtual reality while an individual is immersed in activities of daily living. Fusing the captured multimodal digital biomarkers, data is automatically analyzed with custom combinations of machine- and deep-learning approaches and enhanced with explainable artificial intelligence (XAI) and uncertainty quantifications. We argue that DNF is useful for capturing ADRD progression and should supersede the biomarkers that are invasive and expensive to obtain, offering a sensitive and highly specific score that measures meaningful aspects of health for the patients in high-frequency intervals."
41594549,Advances in Bioactive Compounds from Plants and Their Applications in Alzheimer's Disease.,"Alzheimer's disease (AD), the leading cause of dementia worldwide, is characterized by progressive neuronal loss, amyloid-β (Aβ) aggregation, tau hyperphosphorylation, oxidative stress, neuroinflammation, cholinergic dysfunction, and gut-brain axis dysregulation. Despite advances in anti-amyloid therapeutics, current interventions provide only modest symptomatic relief and face limitations in accessibility, cost, and long-term efficacy. Plant-derived bioactive compounds, rooted in traditional medicine systems such as Ayurveda and Traditional Chinese Medicine, have gained increasing attention as multi-target therapeutic agents due to their pleiotropic actions, relative safety, and ability to cross the blood-brain barrier. This review synthesizes mechanistic and translational evidence on major phytochemicals, including withanolides (<i>Withania somnifera</i>), curcumin (<i>Curcuma longa</i>), ginkgolides and bilobalide (<i>Ginkgo biloba</i>), bacosides (<i>Bacopa monnieri</i>), ginsenosides (<i>Panax ginseng</i>), crocin/safranal (<i>Crocus sativus</i>), epigallocatechin-3-gallate (<i>Camellia sinensis</i>), rosmarinic acid (<i>Salvia officinalis</i>, <i>Melissa officinalis</i>), and asiaticosides (<i>Centella asiatica</i>). These compounds exert neuroprotective effects by inhibiting Aβ aggregation, reducing tau phosphorylation, scavenging reactive oxygen species, attenuating NF-κB-mediated inflammation, modulating cholinergic signaling, enhancing synaptic plasticity via brain-derived neurotrophic factor/cAMP response element-binding protein (BDNF/CREB) activation, and regulating gut microbiota. Multi-target approach analyses underscore their synergistic potential in targeting interconnected AD pathways. However, translation remains hindered by poor oral bioavailability, rapid metabolism, and variability in clinical outcomes. Advances in delivery platforms, including liposomes, bilosomes, solid lipid nanoparticles, and nanostructured lipid carriers, are improving stability, blood-brain penetration, and therapeutic efficacy in preclinical models. Collectively, plant-derived phytochemicals serve as promising, affordable, and multi-modal candidates for reshaping AD management, bridging traditional knowledge with modern therapeutic innovation."
41588589,Evaluation of the Combined Therapeutic Potential of Turmeric and Donepezil on the Cholinergic System in a Mouse Model of AD-like Pathology.,"The multifactorial pathogenesis of Alzheimer's Disease (AD) makes effective prevention and treatment challenging. Integrative medicine presents a promising approach by complementing conventional treatments with neuroprotective nutraceuticals. This study investigates the individual and combinatorial effects of turmeric, a neuroprotective herb, and donepezil, an acetylcholinesterase (AChE) inhibitor, on cognitive functions in a scopolamine-induced amnesic mouse model. Molecular interactions of curcuminoids and donepezil with AChE were analyzed using AutoDock Vina and AMBER22. In animal model studies, amnesia was induced in BALB/c mice via subcutaneous injections of scopolamine (1mg/kg/day) for a duration of 25 days. From the 11th day onwards, the turmeric rhizome powder (20mg/kg/day) and donepezil (0.5mg/kg/day) were orally administered as monotherapies or in combination. Cognitive functions were assessed through behavior tests. Molecular docking and dynamics simulations revealed that curcuminoids (curcumin, bisdemethoxycurcumin, and desmethoxycurcumin) inhibited AChE more effectively than donepezil. Animal studies demonstrated significant enhancements in spatial, reference, recognition, and contextual fear memories, with both turmeric and donepezil monotherapies, and their combination therapy. No significant differences were observed between monotherapies, and no additive effect was evident in the combination therapy. Co-administration of turmeric and donepezil did not yield a significant additive effect on cognitive improvement in scopolamine-induced amnesic mice. Turmeric monotherapy showed cognitive improvements comparable to those of donepezil monotherapy, highlighting its potential as a candidate therapy for donepezil-resistant AD. Turmeric monotherapy improved cognitive performance similarly to donepezil monotherapy in scopolamine-induced amnesic mice. These preliminary findings require further research, including dose optimization and clinical trials, to establish their clinical relevance."
41568664,Engineering nanobodies for drug delivery systems in Alzheimer's disease.,"Alzheimer's disease (AD) remains a major global health challenge, with current therapies offering only symptomatic relief. A significant constraint in the development of effective treatments is the blood-brain barrier (BBB), as it greatly limits the access of therapeutic drugs targeting amyloid-β (Aβ) aggregation, tau hyperphosphorylation and neuroinflammation. Nanobodies, single-domain antibody fragments derived from camelids, have emerged as versatile tools with unique properties such as small size, high stability and the ability to penetrate the BBB. Engineered formats allow for specific targeting of Aβ and tau, receptor-mediated transcytosis, and conjugation with therapeutic or diagnostic substances. Preclinical studies show that nanobody-based strategies can reduce pathological burden, attenuate neuroinflammation and improve cognitive outcomes in AD models. Manufacturing scale-up, long-term safety and regulatory validation are among the remaining challenges, yet nanobody engineering represents a viable path to disease-modifying medicines. Innovative approaches, including artificial intelligence-driven design, i.e. 4-1BB agonist nanobodies, and clustered regularly interspaced short palindromic repeat-facilitated diversification of nanobody libraries - such as targeted complementarity-determining region 3 mutagenesis followed by functional screening against disease-relevant tau or Aβ conformers - alongside half-life extension strategies, are commencing to surmount these obstacles and enhance the potential of nanobody platforms to develop into clinically viable disease-modifying therapies."
41602154,Role of FK506 binding protein 51 in central nervous system diseases.,"FK506-binding protein 51 (FKBP51) is a pivotal molecular chaperone and scaffolding protein that integrates and modulates multiple signaling pathways-including those involving HSP90, the glucocorticoid receptor, AKT, and NF-κB-through its FK1, FK2, and TPR domains, thereby playing a central role in the maintenance of central nervous system (CNS) homeostasis. This review systematically elaborates on the pathological mechanisms and therapeutic potential of FKBP51 in a variety of CNS disorders. In neurodegenerative diseases, FKBP51 promotes aberrant aggregation of Tau protein via the HSP90 complex, exacerbating the pathological progression of Alzheimer's disease; in Parkinson's disease, it influences neuronal survival through interaction with the PINK1/AKT signaling pathway; while in Huntington's disease, it impairs the clearance of mutant huntingtin (mHTT) protein. In models of ischemic stroke, upregulation of FKBP51 enhances autophagy and inflammatory responses through pathways such as AKT/FoxO3, thereby amplifying brain injury. In glioma, FKBP51 exhibits a context-dependent dual role: it may exert tumor-suppressive effects by inhibiting Akt, while its splice variant FKBP51s can regulate PD-L1 expression, promoting tumor immune evasion and therapy resistance. Emerging highly selective small-molecule inhibitors, gene-editing technologies, and novel applications of conventional drugs targeting FKBP51 have demonstrated significant interventional potential in preclinical studies. In summary, FKBP51 constitutes a pleiotropic signaling node, positioning it as a prime therapeutic target for a broad spectrum of CNS disorders."
41588888,Advances in Nose-to-Brain Delivery Systems for Effective Alzheimer's Disease Management.,"Neurodegenerative diseases comprise a heterogeneous group of disorders characterized by the progressive structural and functional deterioration of neurons in the central nervous system. Among them, Alzheimer's disease is the most prevalent worldwide. Despite their distinct clinical manifestations, many neurodegenerative disorders share convergent pathophysiological mechanisms such as protein misfolding and aggregation, oxidative stress, mitochondrial dysfunction, and neuroinflammation, which ultimately drive neuronal loss. These processes lead to profound impairments in cognitive performance, motor coordination, and overall functional capacity, making such diseases exceptionally difficult to diagnose early and manage effectively. Traditional treatment approaches administered orally or parenterally face limitations, including high hepatic metabolism, poor penetration across the blood-brain barrier (BBB), and systemic side effects. This review highlights the potential of the nose-to-brain (N2B) delivery system as an emerging and promising therapeutic strategy. N2B delivery utilizes the olfactory and trigeminal nerve pathways in the nasal cavity to rapidly and precisely deliver drugs to the central nervous system without crossing the blood-brain barrier. Because the system is non-invasive, it offers high bioavailability, reduced systemic exposure, and improved patient compliance. The use of lipid nanocarriers, nanoparticles, dendrimers, and nanogels to enhance the stability of drugs, facilitating efficient targeting and controlled release, is a crucial factor in optimizing N2B drug delivery systems. Various attributes influence drug transport, which are physiological, physicochemical and formulation-dependent characteristics. The main challenges faced by the N2B delivery system are enzymatic degradation and mucociliary clearance. Emerging technologies, such as AI, 3D Printing, and personalized medicine, all hold promise for future inventions in this area. Preclinical and clinical trials demonstrate the efficacy of delivering N2B in treating neurodegenerative diseases; however, its full potential remains to be seen due to regulatory, safety, and scalability concerns. Hence, this review emphasizes the research required to pursue interdisciplinary collaboration and unlock the full potential of N2B delivery, as well as a new approach to transforming neurodegenerative conditions."
41585699,"Imidazo[1,2‑<i>a</i>]pyridines in Medicinal Chemistry: Recent Advances in Synthesis and Biological Activities.","Imidazo-[1,2-<i>a</i>]-pyridines are widely recognized scaffolds present in several marketed drugs, including the anxiolytics alpidem, saripidem, necopidem, and zolpidem, which are some of the most prescribed medications for insomnia. In this review, we analyze publication trends, which reveal exponential growth in research involving this scaffold. We highlight recent synthetic strategies (2017-2025) for the preparation of imidazo-[1,2-<i>a</i>]-pyridine derivatives, such as condensation, multicomponent and tandem reactions, intramolecular cyclizations, and oxidative couplings under green conditions. In addition, we discuss innovative Medicinal Chemistry studies exploring their applications in the treatment of cancer, Alzheimer's disease, tuberculosis, and neglected tropical diseases. Significant advances have been made in identifying derivatives with potent activity against specific biological targets, including kinases, tubulin, HDACs, the cytochrome bc1 complex of <i>Mycobacterium tuberculosis</i>, and key enzymes involved in the pathogenesis of Alzheimer's disease, such as cholinesterases and secretases. Altogether, this review consolidates the vast therapeutic potential of the imidazo-[1,2-<i>a</i>]-pyridine core, emphasizing its synthetic versatility and broad spectrum of biological activities, which firmly establish it as a privileged scaffold for drug discovery."
41603341,An integrative multi-omics study reveals glutamine metabolism dysregulation connecting Alzheimer's disease and age-related macular degeneration.,"BackgroundAlzheimer's disease (AD) and age-related macular degeneration (AMD) are two common neurodegenerative diseases with many similar pathological features, but their shared metabolic characteristics have not been fully elucidated.ObjectiveThis study aims to explore the shared metabolic pathways between AD and AMD using an integrated multi-omics strategy.MethodsWe incorporated Mendelian randomization (MR), bulk and single-cell transcriptomics, and targeted metabolomics to investigate the metabolic links.ResultsThrough MR, we found elevated genetically inferred glutamine concentrations were correlated with a lower likelihood of AD but a higher likelihood of AMD. Using transcriptomic profiling, we detected 19 common differentially expressed genes associated with glutamine and glutamate metabolism, such as GLS. Analysis of single-cell RNA sequencing data revealed that GLS displays distinct cell-type expression patterns. Targeted metabolomic profiling in APP/PS1 mice at 5 months of age provided additional evidence for alterations in glutamine metabolism. The degree of metabolic changes in the eyes was higher than that in the cortex and hippocampus, and the prominent eyes may be an early indicator of neurodegenerative metabolic dysfunction.ConclusionsOverall, these findings suggest that glutamine metabolism disorders represent a convergent mechanism between AD and AMD. Our findings shed light on the overlapping metabolic pathways linking AD and AMD, underscoring the value of ocular biomarkers as promising tools for early disease detection."
41603996,Redox signaling in the heart and brain: the roles of nitric oxide and reactive oxygen species in disease and therapy.,"Nitric oxide (NO) and reactive oxygen species (ROS) are central to the pathophysiology of cardiovascular and neurological disorders, influencing intricate signaling pathways that manage vascular function, inflammation, and oxidative stress. NO, predominantly produced by NO-synthases, plays a vital role in maintaining vascular health by facilitating vasodilation and preventing platelet aggregation. However, its reaction with superoxide results in the formation of peroxynitrite, a highly reactive molecule that intensifies oxidative damage and impairs endothelial function. Elevated ROS levels, arising from sources like NADPH oxidases and mitochondrial activity, further heighten oxidative stress, driving the progression of conditions like atherosclerosis and neurodegenerative diseases. Therapeutic strategies aimed at restoring the balance between NO and ROS include the use of antioxidants to neutralize ROS, pharmacological methods to enhance NO bioavailability, and nanoparticle-based systems designed to address oxidative stress. Emerging research points to potential of targeting redox-sensitive pathways, such as the Keap1-Nrf2 axis, to slow disease progression. In neurological disorders, overproduction of ROS leads to neuroinflammation and neuronal apoptosis, which are central to conditions like Alzheimer's and Parkinson's disease. This review explores the complex relationship between NO and ROS in disease mechanisms, emphasizing cutting-edge therapeutic strategies that utilize redox signaling in cardiovascular and neurological conditions."
41604675,Structure-Based Virtual Screening Identifies TREM2-Targeted Small Molecules that Enhance Microglial Phagocytosis.,"Triggering receptor expressed on myeloid cells 2 (TREM2) is a microglia-specific receptor whose activation promotes phagocytosis and neuroprotection in Alzheimer's disease (AD) and related neurodegenerative disorders. While therapeutic efforts have largely focused on antibodies, small-molecule TREM2 modulators remain limited. Here, we applied a structure-based virtual screening workflow targeting a putative allosteric site on TREM2, guided by PyRod-derived pharmacophores from molecular dynamics simulations. Screening of the Enamine Collection (ESC) yielded 20 candidate compounds, three of which demonstrated binding in TRIC assays. The top hit, EN020, exhibited a K<sub>D</sub> of 14.2 µM (MST) and 35.9 µM (SPR), and significantly enhanced microglial phagocytosis in BV2 cells, outperforming the known TREM2 agonist VG-3927. A preliminary structure-activity relationship (SAR) study, including synthetic and catalog-derived analogs, highlighted a narrow tolerance for scaffold modifications, with only T2V002 retaining partial TREM2 binding affinity. This work identifies EN020 as a novel small-molecule TREM2 modulator with functional activity, providing a framework for rational optimization toward potential AD therapeutics."
41601981,Metabolite and gut microbiota co-biomarkers in Danggui Shaoyao San: insights into a shared therapeutic approach.,"Danggui Shaoyao San (DSS), a classical multi-herbal formulation of traditional Chinese medicine, demonstrates therapeutic potential for Type 2 Diabetes Mellitus (T2DM), Alzheimer's Disease (AD), and Polycystic Ovary Syndrome (PCOS). This review proposes a unified mechanism whereby DSS exerts its effects by modulating a network of shared pathological biomarkers across these disorders. We identify tryptophan (Trp) and phenylalanine (Phe) as host-derived metabolic biomarkers in plasma, and the gut bacterial phylum Bacteroidetes as a shared gut microbial biomarker. The therapeutic actions of DSS are mediated by its botanical constituents (e.g., ligustilides, paeoniflorin, ferulic acid), which help correct the dysregulated Trp-kynurenine and Phe metabolic pathways, while simultaneously enriching Bacteroidetes to alleviate gut dysbiosis and rebalance the gut-brain axis. This coordinated regulation of shared host metabolic and gut microbial biomarkers provides a scientific rationale for applying DSS as a multi-targeted agent, illustrating a molecular basis for a shared therapeutic approach."
41599225,"Nrf2 Modulation by Natural Compounds in Aging, Neurodegeneration, and Neuropathic Pain.","This review summarizes the role of nuclear factor erythroid 2-related factor 2 (Nrf2) as a common link between aging, neurodegeneration, and neuropathic pain. Aging is characterized by oxidative stress and constant inflammation, which coincides with reduced Nrf2 activity and weaker antioxidant responses, increasing vulnerability to diseases. In neurodegenerative disorders-including Alzheimer's, Parkinson's, Huntington's disease, and amyotrophic lateral sclerosis-evidence indicates that impaired Nrf2 signaling contributes to oxidative damage, neuroinflammation, and mitochondrial dysfunction. Furthermore, in neuropathic pain, similar mechanisms are involved, and Nrf2 could play a role as a potential analgesic target because of its role in regulating cellular defense pathways. We also review natural Nrf2 modulators (e.g., flavonoids, other polyphenols, terpenoids, alkaloids), discussing their benefits alongside common translational limitations such as poor solubility, low oral bioavailability, rapid metabolism, and potential safety issues, including possible pro-oxidant effects and chemoresistance. We also outline future directions that should prioritize improving delivery systems, addressing <i>NRF2/KEAP1</i> gene variations, evaluating combinations with standard therapies, exploring preventive applications, and defining dosing, treatment duration, and long-term safety. Overall, current evidence indicates that Nrf2 modulation is a practical, cross-cutting approach relevant to healthy aging and disease management."
41606651,Proximity labeling in neuroscience: decoding molecular landscapes for precision neurology.,"The intricate cellular architecture and dynamic molecular interplay in the nervous system have long challenged mechanistic studies of neurological diseases. Conventional approaches often miss the transient, low-affinity, or spatially confined interactions that underlie neural homeostasis and pathogenesis. Proximity labeling (PL) technologies overcome this limitation by enabling in situ capture of these elusive molecular events within living systems. Through spatially restricted biotinylation, PL methods, including engineered biotin ligases (e.g., TurboID), peroxidases (e.g., APEX2), and emerging photocatalytic platforms, allow high-resolution mapping of proteomes and interactomes within defined subcellular compartments, cell types, and cell-cell interfaces. In this review, we systematically outline the principles of PL and its transformative applications in constructing molecular atlases of the nervous system. We highlight how these tools are revolutionizing our understanding of brain function by elucidating pathophysiological mechanisms in Alzheimer's disease, Parkinson's disease and other neurological disorders. Furthermore, we discuss how PL accelerates the translation of basic research into clinical practice by facilitating the discovery of mechanistic biomarkers and druggable targets. Finally, we address current challenges and future directions, including integration with multi-omics and single-cell methodologies, and conclude that PL can advance precision neurology by bridging molecular neurobiology with therapeutic innovation."
41603414,Multi-omic expression of the VEGF family relates to Alzheimer's disease across diverse populations.,"The vascular endothelial growth factor (VEGF) signaling family plays a role in neurodegenerative diseases, including Alzheimer's disease (AD). Previous work has shown widespread effects of the members FLT1, FLT4, and VEGFB on AD outcomes. However, these analyses have focused within the non-Hispanic White (NHW) population. The goal of this study was to analyze the effects of the VEGF family in underrepresented populations, leveraging large and diverse bulk RNA sequencing and tandem mass tag-mass spectrometry (TMT-MS) proteomic data. Outcomes included measures of AD pathology and diagnosis. Within underrepresented populations, we replicated previously reported effects of FLT1 and FLT4, whereby higher protein abundance was observed in the AD brain and was associated with higher neuropathology burden. In stratified analyses, these associations were largely consistent across race and ethnicity. This multi-omic study on the role of the VEGF family in AD emphasizes the need for more representative studies focused on therapeutic targets for AD. Vascular endothelial growth factor (VEGF) genes and proteins were quantified in four different brain regions. Samples included participants from four different populations. Previously observed effects were replicated in diverse populations. This study is the largest multi-omic study of the vascular endothelial growth factor (VEGF) genes among Alzheimer's disease (AD) participants from diverse populations."
41599736,Discontinued BACE1 Inhibitors in Phase II/III Clinical Trials and AM-6494 (Preclinical) Towards Alzheimer's Disease Therapy: Repurposing Through Network Pharmacology and Molecular Docking Approach.,"<b>Background</b>: β-site amyloid precursor protein cleaving enzyme 1 (BACE1) inhibitors demonstrated amyloid-lowering efficacy but failed in phase II/III clinical trials due to adverse effects and limited disease-modifying outcomes. This study employed an integrated network pharmacology and molecular docking approach to quantitatively elucidate the multitarget mechanisms of 4 (phase II/III) discontinued BACE1 inhibitors (Verubecestat, Lanabecestat, Elenbecestat, and Umibecestat) and the preclinical compound AM-6494 in Alzheimer's disease (AD). <b>Methods</b>: Drug-associated targets were intersected with AD-related genes to construct a protein-protein interaction (PPI) network, followed by topological analysis to identify hub proteins. Gene Ontology (GO) and KEGG pathway enrichment analyses were performed using statistically significant thresholds (<i>p</i> < 0.05, FDR-adjusted). Molecular docking was conducted using AutoDock Vina to quantify binding affinities and interaction modes between the selected compounds and the identified hub proteins. <b>Results</b>: Network analysis identified 10 hub proteins (CASP3, STAT3, BCL2, AKT1, MTOR, BCL2L1, HSP90AA1, HSP90AB1, TNF, and MDM2). GO enrichment highlighted key biological processes, including the negative regulation of autophagy, regulation of apoptotic signalling, protein folding, and inflammatory responses. KEGG pathway analysis revealed significant enrichment in the PI3K-AKT-MTOR signalling, apoptosis, and TNF signalling pathways. Molecular docking demonstrated strong multitarget binding, with binding affinities ranging from approximately -6.6 to -11.4 kcal/mol across the hub proteins. Umibecestat exhibited the strongest binding toward AKT1 (-11.4 kcal/mol), HSP90AB1 (-9.5 kcal/mol), STAT3 (-8.9 kcal/mol), HSP90AA1 (-8.5 kcal/mol), and MTOR (-8.3 kcal/mol), while Lanabecestat showed high affinity for AKT1 (-10.6 kcal/mol), HSP90AA1 (-9.9 kcal/mol), BCL2L1 (-9.2 kcal/mol), and CASP3 (-8.5 kcal/mol), respectively. These interactions were stabilized by conserved hydrogen bonding, hydrophobic contacts, and π-alkyl interactions within key regulatory domains of the target proteins, supporting their multitarget engagement beyond BACE1 inhibition. <b>Conclusions</b>: This study demonstrates that clinically failed BACE1 inhibitors engage multiple non-structural regulatory proteins that are central to AD pathogenesis, particularly those governing autophagy, apoptosis, proteostasis, and neuroinflammation. The identified ligand-hub protein complexes provide a mechanistic rationale for repurposing and optimization strategies targeting network-level dysregulation in Alzheimer's disease, warranting further in silico refinement and experimental validation."
41562905,Current State of the Neurotrophin-Based Pharmaceutics in the Treatment of Neurodegenerative Diseases and Neuroinflammation.,"The regulation of the synthesis of the nerve growth factor and other neurotrophins is one of the dynamically developing areas of pharmacotherapy of neurological and mental disorders. Despite a large number of studies of various ligands of neurotrophin receptors, only a few have reached clinical application and only for ocular diseases. The aim of this narrative review was to systematize the main progress on neurotrophin-based pharmaceutics; to perform a comparative critical analysis of various therapeutic strategies, elucidate the underlying causes of clinical trial failures, and identify the most promising avenues for future development. The literature search was conducted in PubMed, Google Scholar, Medline, and EBSCO, and the ClinicalTrials.gov database was used to track current clinical studies, along with the official websites of pharmaceutical companies. The search covered original studies published up to October 2025, with inclusion restricted to articles published in English. Articles describing specific pharmacological compounds that had reached the clinical trial stage were selected. Foundational biological research was referenced to contextually explain the mechanisms of action of the drugs and their therapeutic implications. Recombinant neurotrophins and synthetic molecules, the agonists and antagonists of their receptors, and cell-based gene therapy are promising means for the prevention and rehabilitation of ischemic conditions, as well as the treatment of neuropathic pain and neurodegenerative disorders such as Alzheimer's disease and Parkinson's disease. Some of these have undergone clinical trials, yet only neurotrophins for ocular diseases have been implemented in clinical practice: recombinant NGF-cenegermin and recombinant CNTF-Revakinagene taroretcel. The success of these eye drugs is likely attributable to their local administration, improved bioavailability, and low ocular immunoresistance. The study identified limitations and future prospects for neurotrophin-based pharmaceuticals. For future clinical trials, attention should be paid to the pharmacogenetic profiles of the patients and the evaluation of the inflammatory status of the disease. Novel plasma biomarkers of the effectiveness are needed as well as TSPO-PET imaging. Drug delivery systems remain insufficient; therefore, efforts should focus on inducing endogenous neurotrophin production and developing highly selective agonists and antagonists of neurotrophin receptors. It is crucial to establish a favorable premorbid background before neurotrophin therapy to minimize immunoresistance."
41596076,Beyond Radical Scavengers: Focus on NADPH Oxidases (NOX) Inhibitors as New Agents for Antioxidant Therapy in Alzheimer's Disease.,"Over the past decade, oxidative stress and neuroinflammation have been increasingly recognized as part of the pathology of Alzheimer's disease (AD). This observation has led to extensive efforts and attempts to apply antioxidant compounds as therapeutic agents for AD and other pathologies. However, most, if not all, of these attempts have failed in preclinical or clinical trials. A tentative explanation for this failure is radical scavengers' intrinsic lack of specificity in either their mode or district of action. The lack of specificity has been thought by some to be a source of so-called ""reductive stress"", another form of redox imbalance that might be just as toxic as oxidative stress. Thus, research interest is shifting from developing simple radical scavengers to designing and refining compounds targeting the overproduction of Reactive Oxygen Species (ROS) in specific pathological conditions. This can be achieved, for instance, by targeting the enzymes that are mainly responsible for their production, namely NADPH oxidases (NOX). In this review, we will discuss, from the point of view of medicinal chemistry, the main innovations in the development of NOX inhibitors and their potential employment for AD therapy. We will also discuss the experimental hurdles that slow down research in this field and possible solutions."
41606102,Strategies for blood-brain barrier rejuvenation and repair.,"Blood-brain barrier (BBB) dysfunction is a hallmark of many diseases of the brain, including those that represent the largest healthcare burden (for example, Alzheimer disease and stroke). Despite this, rejuvenation and repair of the BBB is not a mainstream concept. During life, the BBB is subjected to perturbations and stresses from a wide range of endogenous or exogenous sources, which can promote brain health or can lead to brain pathologies. The BBB supports many functions that are critical for central nervous system homeostasis and so there are many mechanisms of dysfunction, and hence many targets for intervention. Furthermore, many mechanisms are shared among diseases and disease subtypes, resulting in the potential for common strategies for BBB repair. In this Review, we consider the BBB as a therapeutic target and discuss approaches to its repair and protection in specific disease states and during normal ageing."
41609039,Adipose-Derived Stem Cells Transfected to Express Brain-Derived Neurotrophic Factor Reduce Hippocampal Amyloid Plaque Load and Improve Dendritic Morphology in the APP/PS1dE9 Mouse Model of Alzheimer's Disease.,"Recent studies have indicated that stem cells could provide therapeutic benefits in several neurological conditions, including Alzheimer's disease (AD). Adipose-derived stem cells (ADSCs) offer many advantages in that they are readily available from individual hosts, are robust, and secrete many factors that promote neuronal growth and homeostasis. We transfected ADSCs with a viral construct for brain-derived neurotrophic factor (BDNF) and examined the effects of transplanting these cells into the hippocampus of 7-mo-old APPswe/PS1dE9 mice. After 6 mo, the hippocampus was examined for stem-cell survival, effects on BDNF and neprilysin-2 (NEP-2) levels, dendritic morphology using microtubule associated protein 2 (MAP2) immunohistochemistry, and amyloid plaque load. We found that transplanted BDNF-ADSCs had survived after 6 mo. BDNF and NEP-2 levels were higher than sham controls, and dendritic architecture was improved. In addition, amyloid plaque numbers were reduced. BDNF-ADSCs appear to confer benefits by simultaneously enhancing amyloid clearance and promoting neuronal structural repair. This multifaceted approach highlights the potential of engineering stem cells to target multiple pathophysiological hallmarks of AD, positioning BDNF-ADSCs as a powerful and synergistic cell-gene therapy strategy for this devastating disorder."
