pmid,title,text,source,doc_id
,Aptamer-Based Delivery of Genes and Drugs Across the Blood-Brain Barrier.,"the blood-brain barrier (bbb) restricts therapeutic delivery to the central nervous system (cns), hindering the treatment of neurological disorders, such as alzheimer s disease, parkinson s disease, brain cancers, and stroke. aptamers, short single-stranded dna or rna oligonucleotides that can fold into unique 3d shapes and bind to specific target molecules, offer high affinity and specificity, low immunogenicity, and promising bbb penetration via receptor-mediated transcytosis targeting receptors such as the transferrin receptor (tfr) and low-density lipoprotein receptor-related protein 1 (lrp1). this review examines aptamer design through the systematic evolution of ligands by exponential enrichment (selex) and its variants, mechanisms of bbb crossing, and applications in cns disorders. recent advances, including in silico optimization, in vivo selex, bbb chip-based mps-selex, and nanoparticle-aptamer hybrids, have identified brain-penetrating aptamers and enhanced the brain delivery efficiency. this review highlights the potential of aptamers to transform cns-targeted therapies.",biorxiv,41599761.0
,Spatial variation in socio-economic vulnerability to Influenza-like Infection for the US population.,"this study aims to quantify environmental health impacts and assess risk by understanding the disproportionate burden of infectious diseases, specifically influenza-like illness (ili), across regions with varying socio-economic characteristics. we introduce a novel vulnerability-based approach to better understand the complex relationship between socio-economic factors and ili burden. we developed a machine-learning-driven framework to assess and map state-level socio-economic vulnerability to ili in the united states. a vulnerability index was created by integrating 39 diverse socio-economic and health indicators from the latest census. a random forest regression model then weighed these indicators to quantify each state s vulnerability for the ili values in 2022. to assess multicollinearity, variance inflation factor (vif) was calculated, and parameters were filtered to reduce the vif. key determinants of vulnerability include migration patterns, insurance coverage, and proportions of female and elderly populations. the resulting state-level vulnerability map reveals significant regional disparities. district of columbia was identified as the most vulnerable state, followed by massachusetts, hawaii, new mexico, and rhode island, all with normalized vulnerability indices exceeding 0.35. our findings highlight significant regional variations in ili vulnerability, emphasizing the need for targeted public health interventions tailored to state-specific socio-economic conditions. this scalable and adaptable methodology extends beyond",biorxiv,41604441.0
,Spatial variation in socio-economic vulnerability to Influenza-like Infection for the US population.,"as the most vulnerable state, followed by massachusetts, hawaii, new mexico, and rhode island, all with normalized vulnerability indices exceeding 0.35. our findings highlight significant regional variations in ili vulnerability, emphasizing the need for targeted public health interventions tailored to state-specific socio-economic conditions. this scalable and adaptable methodology extends beyond influenza, offering a valuable approach for assessing vulnerability to a wide range of infectious diseases, strengthening epidemic preparedness and response.",biorxiv,41604441.0
,Exploring Green-Synthesized Silver Nanoparticles in Neurodegeneration: a Systematic Review of Cholinesterase Enzyme Interactions.,"neurodegenerative disorders, particularly alzheimer s disease (ad), parkinson s disease (pd), and huntington s disease (hd), represent a significant and growing global health concern in recent decades due to their complex pathology and lack of curative treatments. the fundamental cause of the evolution of these disorders is the dysfunction of cholinergic neurotransmission those are mostly regulated by cholinesterase enzymes such as acetylcholinesterase (ache) and butyrylcholinesterase (bche). conventional synthetic cholinesterase inhibitors like donepezil, rivastigmine, and galantamine are proposed for symptomatic relief but are often associated with adverse effects, limited bioavailability, and decreased long-term efficacy. here, green-synthesized silver nanoparticles (agnps), which are derived from plant extracts and other biological systems, give an extraordinary alternative. these nanoparticles offer a biocompatible, eco-friendly, and cost-effective alternative to conventional synthetic methods. greener agnps inhibit them by binding to the enzymes ache and bche and prevents them from breaking down neurotransmitters ach and bch. as a result, the count of neurotransmitters remains high in the synapse and can provide an effective synaptic transmission. green-synthesized agnps can provide targeted drug delivery, enhance solubility, enhance bioavailability, improve absorption, and also be able to overcome the blood-brain barrier (bbb) all these characteristics give better therapeutic action than all conventional methods.",biorxiv,41577863.0
,Exploring Green-Synthesized Silver Nanoparticles in Neurodegeneration: a Systematic Review of Cholinesterase Enzyme Interactions.,"the count of neurotransmitters remains high in the synapse and can provide an effective synaptic transmission. green-synthesized agnps can provide targeted drug delivery, enhance solubility, enhance bioavailability, improve absorption, and also be able to overcome the blood-brain barrier (bbb) all these characteristics give better therapeutic action than all conventional methods. this study evaluates the efficacy of green-synthesized silver nanoparticles in combination with several medicinal plants for treating neurodegenerative diseases, encouraging further research to upgrade these formulations for improved patient outcomes and increased clinical applicability.",biorxiv,41577863.0
,Six month repeat cognitive testing to identify people with MCI at greatest AD dementia risk.,"people with mild cognitive impairment (mci) are candidates for early intervention, but not all progress to alzheimer s disease (ad) dementia. identifying a subgroup at highest risk may improve treatment targeting. we analyzed data from participants with mci enrolled in the alzheimer s disease neuroimaging initiative (adni). cognitive domains included memory, executive functioning, language, and visuospatial abilities. we evaluated baseline performance and 6-month change scores, using proportional hazards models to estimate associations with time to conversion to ad dementia. the strength of association varied by domain, but in general both baseline performance and 6-month change were associated with conversion. the strongest effects observed for memory and language. observed associations were largely independent of established risk biomarkers, including apoe genotype, structural mri measures, and csf biomarkers. 6-month change scores on cognitive tests may help identify a high-risk subgroup of persons with mci likely to progress to ad dementia. systematic review. the authors reviewed the literature using traditional (e.g. pubmed) sources. there is a modest literature on change scores in the context of the ad clinical spectrum, but few investigations have evaluated whether short-term changes may be able to identify a high-risk subgroup of people with mci. the authors have published a",biorxiv,41607671.0
,Six month repeat cognitive testing to identify people with MCI at greatest AD dementia risk.,"authors reviewed the literature using traditional (e.g. pubmed) sources. there is a modest literature on change scores in the context of the ad clinical spectrum, but few investigations have evaluated whether short-term changes may be able to identify a high-risk subgroup of people with mci. the authors have published a systematic review of this literature (jutten et al. 2020) and appropriately refer to relevant citations here.interpretation our findings suggest that short-term changes in cognition may be useful as part of a strategy to identify subsets of people with mci who are at highest risk of conversion. findings were clearest for memory and language. domain-specific changes appeared to be independent from other biomarkers used to identify people at highest risk. domain-specific changes did not appear to be better than changes in global cognition as measured by the mmse or the cdr-sum of boxes.future directions short-term changes in cognition may be useful to help identify a subgroup of people with mci at highest risk of conversion to ad dementia. future work could consider time frames shorter than the 6-month data we had available, better characterizing changes with more than 2 time points, or developing strategies that combine changes in cognition with other",biorxiv,41607671.0
,Six month repeat cognitive testing to identify people with MCI at greatest AD dementia risk.,"to help identify a subgroup of people with mci at highest risk of conversion to ad dementia. future work could consider time frames shorter than the 6-month data we had available, better characterizing changes with more than 2 time points, or developing strategies that combine changes in cognition with other biomarkers to identify a subgroup of people with mci to target for treatment.",biorxiv,41607671.0
,From gut to brain: formulation and transporter-guided approaches to maximise rutin central nervous system delivery.,"neurological disorders, including alzheimer s and parkinson s disease, are characterised by high morbidity and disability, representing a major global health challenge. a central obstacle in their treatment is the i blood-brain barrier i , a highly selective interface that limits drug delivery to the central nervous system. rutin, a naturally occurring flavonoid, exhibits potent antioxidant, anti-inflammatory, and neuroprotective activities, yet its clinical utility remains constrained by poor solubility, low oral bioavailability, and restricted i blood-brain barrier i permeability. recent advances in drug delivery and formulation science offer promising solutions. nanoparticle encapsulation, peptide conjugation, intranasal delivery, and co-administration with absorption enhancers have been shown to improve rutin s solubility, metabolic stability, and central nervous system penetration in preclinical models. mechanistic studies further reveal that rutin can modulate efflux transporters, regulate tight-junction proteins, and influence microglial activity and cellular metabolism, collectively contributing to enhanced neuroprotection. experimental evidence highlights its potential to mitigate key neurodegenerative processes, particularly in alzheimer s disease. this review synthesises current knowledge on rutin s pharmacological effects, limitations in bioavailability, and innovative strategies to improve i blood-brain barrier i penetration. by integrating mechanistic insights with advances in delivery technologies, this review underscores rutin s translational potential. priority next",biorxiv,41588609.0
,From gut to brain: formulation and transporter-guided approaches to maximise rutin central nervous system delivery.,"mitigate key neurodegenerative processes, particularly in alzheimer s disease. this review synthesises current knowledge on rutin s pharmacological effects, limitations in bioavailability, and innovative strategies to improve i blood-brain barrier i penetration. by integrating mechanistic insights with advances in delivery technologies, this review underscores rutin s translational potential. priority next steps include optimising delivery systems, establishing long-term safety, and conducting well-designed clinical trials to define efficacy and dosing.",biorxiv,41588609.0
,"Metallothioneins in Neurodegenerative Diseases: Metal Homeostasis, Autoimmunity, and Therapeutic Potential.","neurodegenerative diseases, including multiple sclerosis, parkinson s disease, alzheimer s disease, and amyotrophic lateral sclerosis, are characterized by progressive neuronal loss and are frequently linked to metal dysregulation, oxidative stress, and immune dysfunction. metallothioneins (mts), a family of cysteine-rich, metal-binding proteins, are critical in maintaining metal homeostasis, mitigating oxidative damage, and modulating immune responses, functions highly relevant in these pathologies. mts regulate essential metals like copper and iron by preventing their participation in harmful redox reactions and control zinc availability for enzymatic and signaling processes. they also detoxify neurotoxic metal(oid)s such as cadmium, mercury, lead, and arsenic, thereby reducing their adverse neurological and immunological effects. in autoimmune neurodegeneration, mts modulate pro- and anti-inflammatory cytokines (e.g., il-6, tnf- , il-10) and influence immune cell activity, particularly microglia and t cells, which are central to neuroinflammation and autoimmunity. through these mechanisms, mts play a dual role in sustaining immune homeostasis and counteracting oxidative stress. their capacity to integrate metal regulation with immune modulation positions them as promising therapeutic targets, with preclinical and some clinical evidence supporting strategies to enhance mt expression or develop mt-mimetic agents to address both metal dysregulation and immune imbalance. additionally, mts show emerging utility as biomarkers, as alterations",biorxiv,41553588.0
,"Metallothioneins in Neurodegenerative Diseases: Metal Homeostasis, Autoimmunity, and Therapeutic Potential.","oxidative stress. their capacity to integrate metal regulation with immune modulation positions them as promising therapeutic targets, with preclinical and some clinical evidence supporting strategies to enhance mt expression or develop mt-mimetic agents to address both metal dysregulation and immune imbalance. additionally, mts show emerging utility as biomarkers, as alterations in mt isoform expression and metal-bound complexes in biofluids have been associated with disease onset, progression, and therapeutic response in specific neurodegenerative conditions. this article reviews the multifaceted roles of mts in neurodegenerative diseases, emphasizing their function in metal and immune regulation and their emerging potential as therapeutic targets and clinical biomarkers.",biorxiv,41553588.0
,Redox signaling in the heart and brain: the roles of nitric oxide and reactive oxygen species in disease and therapy.,"nitric oxide (no) and reactive oxygen species (ros) are central to the pathophysiology of cardiovascular and neurological disorders, influencing intricate signaling pathways that manage vascular function, inflammation, and oxidative stress. no, predominantly produced by no-synthases, plays a vital role in maintaining vascular health by facilitating vasodilation and preventing platelet aggregation. however, its reaction with superoxide results in the formation of peroxynitrite, a highly reactive molecule that intensifies oxidative damage and impairs endothelial function. elevated ros levels, arising from sources like nadph oxidases and mitochondrial activity, further heighten oxidative stress, driving the progression of conditions like atherosclerosis and neurodegenerative diseases. therapeutic strategies aimed at restoring the balance between no and ros include the use of antioxidants to neutralize ros, pharmacological methods to enhance no bioavailability, and nanoparticle-based systems designed to address oxidative stress. emerging research points to potential of targeting redox-sensitive pathways, such as the keap1-nrf2 axis, to slow disease progression. in neurological disorders, overproduction of ros leads to neuroinflammation and neuronal apoptosis, which are central to conditions like alzheimer s and parkinson s disease. this review explores the complex relationship between no and ros in disease mechanisms, emphasizing cutting-edge therapeutic strategies that utilize redox signaling in cardiovascular and neurological conditions.",biorxiv,41603996.0
,Redox signaling in the heart and brain: the roles of nitric oxide and reactive oxygen species in disease and therapy.,"in neurological disorders, overproduction of ros leads to neuroinflammation and neuronal apoptosis, which are central to conditions like alzheimer s and parkinson s disease. this review explores the complex relationship between no and ros in disease mechanisms, emphasizing cutting-edge therapeutic strategies that utilize redox signaling in cardiovascular and neurological conditions.",biorxiv,41603996.0
,"Merging multimodal digital biomarkers into ""Digital Neuro Fingerprints"" for precision neurology in dementias: the promise of the right treatment for the right patient at the right time in the age of AI.","digital biomarkers are revolutionizing medicine in ways that were unimaginable a few years ago. consequently, precision medicine approaches now realistically can promise personalization, i.e., the right treatments for the right patients at the right time, including earlier, targeted interventions which lead to a major paradigm shift in how medicine is practiced from reactive to preventive action. although the scientific evidence is clear on the power of digital biomarkers, there is an unmet need for translating these findings into actionable insights in clinical practice. in this paper, we focus on alzheimer s disease and related dementias (adrd), and how digital biomarkers could empower clinical decision making in its preclinical stages. we argue that a new all-encompassing score is needed, akin to a brainhealth index linked to the established and validated risk stratifications frameworks and is directed at the prevention of adrd. specifically, we propose the new concept digital neuro fingerprint (dnf) , built with simultaneous collection of multimodal digital biomarkers (speech, gait, eye movements etc.) from smartphone based augmented reality or virtual reality while an individual is immersed in activities of daily living. fusing the captured multimodal digital biomarkers, data is automatically analyzed with custom combinations of machine- and deep-learning approaches",biorxiv,41602207.0
,"Merging multimodal digital biomarkers into ""Digital Neuro Fingerprints"" for precision neurology in dementias: the promise of the right treatment for the right patient at the right time in the age of AI.",", built with simultaneous collection of multimodal digital biomarkers (speech, gait, eye movements etc.) from smartphone based augmented reality or virtual reality while an individual is immersed in activities of daily living. fusing the captured multimodal digital biomarkers, data is automatically analyzed with custom combinations of machine- and deep-learning approaches and enhanced with explainable artificial intelligence (xai) and uncertainty quantifications. we argue that dnf is useful for capturing adrd progression and should supersede the biomarkers that are invasive and expensive to obtain, offering a sensitive and highly specific score that measures meaningful aspects of health for the patients in high-frequency intervals.",biorxiv,41602207.0
,Ferroptosis in Alzheimer's disease: molecular mechanisms and advances in therapeutic strategies.,"alzheimer s disease (ad) is a progressive neurodegenerative disorder characterized primarily by the continuous decline of cognitive functions. its pathogenesis involves complex, multidimensional interactions among various molecular pathways. in recent years, ferroptosis, a regulated form of iron-dependent cell death, has emerged as a crucial contributor to ad progression. ferroptosis is defined by the accumulation of lipid peroxides and inactivation of glutathione peroxidase 4 (gpx4), and is typically initiated in the context of disrupted iron homeostasis, aberrant lipid metabolism, and mitochondrial dysfunction in the brain. this review comprehensively delineates the molecular mechanisms underlying dysregulated iron metabolism in ad and proposes an integrative iron-lipid-energy-inflammation axis as a pathological framework. particular attention is given to the gpx4 signaling pathway as a central hub linking lipid peroxidation, mitochondrial damage, and immune responses. moreover, ferroptosis can propagate through intercellular mechanisms involving the release of damage-associated molecular patterns (damps), dysregulation of immune checkpoints, and exosome-mediated signaling, collectively driving microglial activation, t-cell infiltration, and blood-brain barrier disruption, culminating in systemic immune imbalance. we further evaluate multiple therapeutic strategies targeting ferroptosis, including iron chelators, antioxidants, gpx4 activators, and lipoxygenase inhibitors. based on emerging evidence, we propose a precision medicine approach that incorporates ferroptosis subtyping, multi-omics analysis, and targeted",biorxiv,41601548.0
,Ferroptosis in Alzheimer's disease: molecular mechanisms and advances in therapeutic strategies.,"collectively driving microglial activation, t-cell infiltration, and blood-brain barrier disruption, culminating in systemic immune imbalance. we further evaluate multiple therapeutic strategies targeting ferroptosis, including iron chelators, antioxidants, gpx4 activators, and lipoxygenase inhibitors. based on emerging evidence, we propose a precision medicine approach that incorporates ferroptosis subtyping, multi-omics analysis, and targeted delivery systems. ferroptosis represents a promising frontier for early diagnosis and intervention in ad, potentially enabling the development of causality-oriented, mechanism-based therapies.",biorxiv,41601548.0
,Olfactory Dysfunction and Cognitive Deterioration in Long COVID: Pathomechanisms and Clinical Implications in Development of Alzheimer's Disease.,"complete or partial loss of smell (anosmia), sometimes in association with distorted olfactory perceptions (parosmia), is a common neurological symptom affecting nearly 60% of patients suffering from post-acute neurological sequelae of coronavirus disease of 2019 (covid-19) syndrome, called long covid. severe acute respiratory syndrome coronavirus 2 (sars-cov-2) may gain access from the nasal cavity to the brain (neurotropism), and the olfactory route has been proposed as a peripheral site of virus entry. covid-19 is a risk factor for developing alzheimer s disease (ad), an age-dependent and progressive neurodegenerative disorder characterized in affected patients by early olfaction dysfunction that precedes signs of cognitive decline associated with neurodegeneration in vulnerable brain regions of their limbic system. here, we summarize the recent literature data supporting the causal correlation between the persistent olfactory deterioration following sars-cov-2 infection and the long-delayed manifestation of ad-like memory impairment. sars-cov-2 infection of the olfactory neuroepithelium is likely to trigger a pattern of detrimental events that, directly and or indirectly, affect the anatomically interconnected hippocampal and cortical areas, thus resulting in tardive clinical dementia. we also delineate future advancement on pharmacological and rehabilitative treatments to improve the olfactory dysfunction in patients recovering even from the acute mild phase of",biorxiv,41597249.0
,Olfactory Dysfunction and Cognitive Deterioration in Long COVID: Pathomechanisms and Clinical Implications in Development of Alzheimer's Disease.,"trigger a pattern of detrimental events that, directly and or indirectly, affect the anatomically interconnected hippocampal and cortical areas, thus resulting in tardive clinical dementia. we also delineate future advancement on pharmacological and rehabilitative treatments to improve the olfactory dysfunction in patients recovering even from the acute mild phase of covid-19. collectively, the present review aims at highlighting the physiopathological nexus between covid-19 anosmia and post-pandemic mental health to favor the development of best-targeted and more effective therapeutic strategies in the fight against the long-term neurological complications associated with sars-cov-2 infection.",biorxiv,41597249.0
,An integrative multi-omics study reveals glutamine metabolism dysregulation connecting Alzheimer's disease and age-related macular degeneration.,"backgroundalzheimer s disease (ad) and age-related macular degeneration (amd) are two common neurodegenerative diseases with many similar pathological features, but their shared metabolic characteristics have not been fully elucidated.objectivethis study aims to explore the shared metabolic pathways between ad and amd using an integrated multi-omics strategy.methodswe incorporated mendelian randomization (mr), bulk and single-cell transcriptomics, and targeted metabolomics to investigate the metabolic links.resultsthrough mr, we found elevated genetically inferred glutamine concentrations were correlated with a lower likelihood of ad but a higher likelihood of amd. using transcriptomic profiling, we detected 19 common differentially expressed genes associated with glutamine and glutamate metabolism, such as gls. analysis of single-cell rna sequencing data revealed that gls displays distinct cell-type expression patterns. targeted metabolomic profiling in app ps1 mice at 5 months of age provided additional evidence for alterations in glutamine metabolism. the degree of metabolic changes in the eyes was higher than that in the cortex and hippocampus, and the prominent eyes may be an early indicator of neurodegenerative metabolic dysfunction.conclusionsoverall, these findings suggest that glutamine metabolism disorders represent a convergent mechanism between ad and amd. our findings shed light on the overlapping metabolic pathways linking ad and amd, underscoring the value of ocular",biorxiv,41603341.0
,An integrative multi-omics study reveals glutamine metabolism dysregulation connecting Alzheimer's disease and age-related macular degeneration.,"the cortex and hippocampus, and the prominent eyes may be an early indicator of neurodegenerative metabolic dysfunction.conclusionsoverall, these findings suggest that glutamine metabolism disorders represent a convergent mechanism between ad and amd. our findings shed light on the overlapping metabolic pathways linking ad and amd, underscoring the value of ocular biomarkers as promising tools for early disease detection.",biorxiv,41603341.0
,Targeted Delivery of Quercetin to the Brain via a Modified Polymeric Nanocarrier.,"quercetin (qt) exhibits significant neuroprotective potential in alzheimer s disease however, its clinical translation is limited by poor solubility, low permeability, and inadequate brain bioavailability. in this study, a modified polymeric nanocarrier was developed to enhance qt delivery to the brain. polyethyleneimine (pei) was conjugated with polyethylene glycol (peg) and further functionalized with phenylalanine to reduce pei-associated toxicity and improve brain-targeting efficiency. successful polymer synthesis was confirmed by ft-ir spectroscopy, showing characteristic s s bond formation at 790 cm sup - sup sup 1 sup , mass spectrometry (m z 1087.3), and differential scanning calorimetry. nanoparticles were optimized using a quality by design approach, yielding an experimental particle size of 161.4 1.10 nm, zeta potential of 15.9 2.5 mv, and high entrapment efficiencies of 84.21 % and 86.74 % for qt-pei-np and qt-pei-peg-s-s-aa-np, respectively. sem analysis revealed spherical nanoparticles with nanoscale surface roughness and good stability. in vitro release studies demonstrated sustained qt release (98 % over 48 h). mtt assays and cytokine analysis (tnf- , il-1 , il-6) confirmed biocompatibility. enhanced intestinal permeability, absence of hippocampal toxicity, and effective bbb transport further support the potential of this nanocarrier for targeted neurotherapeutic delivery.",biorxiv,41575328.0
,Targeted Delivery of Quercetin to the Brain via a Modified Polymeric Nanocarrier.,"demonstrated sustained qt release (98 % over 48 h). mtt assays and cytokine analysis (tnf- , il-1 , il-6) confirmed biocompatibility. enhanced intestinal permeability, absence of hippocampal toxicity, and effective bbb transport further support the potential of this nanocarrier for targeted neurotherapeutic delivery.",biorxiv,41575328.0
,Sinomenine inhibits oxidative stress to attenuate Alzheimer's disease pathology via α7 nicotinic acetylcholine receptor.,"the pathological mechanism of alzheimer s disease (ad) is complex. the binding of a to 7 nicotinic acetylcholine receptor ( 7nachr) contributes to neuronal damage. sinomenine (sin) is an alkaloid extracted from the traditional chinese medicine qingfengteng (sinomenium acutum). the anti-inflammatory, antioxidant, and immunomodulatory effects of sin were confirmed to be closely associated with the 7nachr. this study aimed to investigate whether 7nachr serves as a pharmacological target of sin against ad, and to evaluate the neuroprotective effects of sin both in vivo and in vitro, focusing on the 7nachr nrf2 keap1 signaling pathway. in this study, the effects of sin in both app ps1 transgenic mice and sh-sy5y cells subjected to a 1-42-induced injury were assessed. the selective antagonist -bungarotoxin ( -btx), the agonist nicotine (nic) of 7nachr, and 7nachr sirna were employed. the cognitive function, a deposition, synaptic plasticity markers, the tau protein phosphorylation, mitochondrial membrane potential, oxidative stress and the 7nachr nrf2 keap1 signaling pathway were analyzed in vivo and or in vitro. sin significantly enhanced learning and memory abilities in app ps1 mice, reduced a plaque deposition and synaptic dysfunction, and inhibited hyperphosphorylation of tau protein and oxidative stress in the brain. in a 1-42-induced neuronal",biorxiv,41604898.0
,Sinomenine inhibits oxidative stress to attenuate Alzheimer's disease pathology via α7 nicotinic acetylcholine receptor.,"stress and the 7nachr nrf2 keap1 signaling pathway were analyzed in vivo and or in vitro. sin significantly enhanced learning and memory abilities in app ps1 mice, reduced a plaque deposition and synaptic dysfunction, and inhibited hyperphosphorylation of tau protein and oxidative stress in the brain. in a 1-42-induced neuronal injury model, sin alleviated apoptosis, increased bdnf and ach levels, inhibited mitochondrial damage, stabilized calcium homeostasis, and suppressed oxidative stress. meanwhile, sin disrupted nrf2-keap1 binding to promote the nrf2 ho-1 signaling pathway. nevertheless, sin effects above were inhibited by -btx. the knockdown of 7nachr in vitro significantly promoted nrf2 ho-1 pathway and bdnf expression. sin exerts neuroprotective effect in app ps1 transgenic mice and a 1-42-induced neuronal injury by inhibiting oxidative stress via 7nachr nrf2 keap1 pathway. this study provides evidence for 7nachr as a new target and the clinical application potential of sin in ad treatment.",biorxiv,41604898.0
,"Nrf2 Modulation by Natural Compounds in Aging, Neurodegeneration, and Neuropathic Pain.","this review summarizes the role of nuclear factor erythroid 2-related factor 2 (nrf2) as a common link between aging, neurodegeneration, and neuropathic pain. aging is characterized by oxidative stress and constant inflammation, which coincides with reduced nrf2 activity and weaker antioxidant responses, increasing vulnerability to diseases. in neurodegenerative disorders-including alzheimer s, parkinson s, huntington s disease, and amyotrophic lateral sclerosis-evidence indicates that impaired nrf2 signaling contributes to oxidative damage, neuroinflammation, and mitochondrial dysfunction. furthermore, in neuropathic pain, similar mechanisms are involved, and nrf2 could play a role as a potential analgesic target because of its role in regulating cellular defense pathways. we also review natural nrf2 modulators (e.g., flavonoids, other polyphenols, terpenoids, alkaloids), discussing their benefits alongside common translational limitations such as poor solubility, low oral bioavailability, rapid metabolism, and potential safety issues, including possible pro-oxidant effects and chemoresistance. we also outline future directions that should prioritize improving delivery systems, addressing i nrf2 keap1 i gene variations, evaluating combinations with standard therapies, exploring preventive applications, and defining dosing, treatment duration, and long-term safety. overall, current evidence indicates that nrf2 modulation is a practical, cross-cutting approach relevant to healthy aging and disease management.",biorxiv,41599225.0
,"Nrf2 Modulation by Natural Compounds in Aging, Neurodegeneration, and Neuropathic Pain.","addressing i nrf2 keap1 i gene variations, evaluating combinations with standard therapies, exploring preventive applications, and defining dosing, treatment duration, and long-term safety. overall, current evidence indicates that nrf2 modulation is a practical, cross-cutting approach relevant to healthy aging and disease management.",biorxiv,41599225.0
,Metabolite and gut microbiota co-biomarkers in Danggui Shaoyao San: insights into a shared therapeutic approach.,"danggui shaoyao san (dss), a classical multi-herbal formulation of traditional chinese medicine, demonstrates therapeutic potential for type 2 diabetes mellitus (t2dm), alzheimer s disease (ad), and polycystic ovary syndrome (pcos). this review proposes a unified mechanism whereby dss exerts its effects by modulating a network of shared pathological biomarkers across these disorders. we identify tryptophan (trp) and phenylalanine (phe) as host-derived metabolic biomarkers in plasma, and the gut bacterial phylum bacteroidetes as a shared gut microbial biomarker. the therapeutic actions of dss are mediated by its botanical constituents (e.g., ligustilides, paeoniflorin, ferulic acid), which help correct the dysregulated trp-kynurenine and phe metabolic pathways, while simultaneously enriching bacteroidetes to alleviate gut dysbiosis and rebalance the gut-brain axis. this coordinated regulation of shared host metabolic and gut microbial biomarkers provides a scientific rationale for applying dss as a multi-targeted agent, illustrating a molecular basis for a shared therapeutic approach.",biorxiv,41601981.0
,"Chitosan nanoparticles for brain targeted nose-to-brain drug delivery in neurodegenerative disease: a comprehensive exploration of advances, limitations and future prospects.","neurodegenerative diseases (ndds), such as alzheimer s and parkinson s and epilepsy, cause irreversible nerve cell degradation, resulting in cognitive and motor decline. the blood-brain barrier (bbb) complicates treatment, limiting drug access and causing low bioavailability. chitosan nanoparticles (ch-nps) offer a promising solution for improving drug delivery to the brain due to their biocompatibility and ability to enhance intranasal delivery, potentially increasing therapeutic efficacy. the review discusses advancements in chitosan-based nanoparticle drug delivery systems for ndds, highlighting literature from 2015 to 2025. it indicates that chitosan can improve drug uptake in the brain by up to ten times and emphasizes its potential for targeted central nervous system (cns) delivery due to its unique properties. additionally, intranasal delivery is a non-invasive method to bypass the bbb and enhance therapeutic precision. ch-nps effectively deliver therapeutics to the cns, leveraging their mucoadhesive properties and biocompatibility to cross the bbb via intranasal delivery. this platform enhances drug uptake and retention in the brain, addressing challenges faced by traditional therapies for ndds. optimizing nanoparticle biomaterial properties and delivery methods could improve therapeutic precision and clinical outcomes.",biorxiv,41582778.0
,"Chitosan nanoparticles for brain targeted nose-to-brain drug delivery in neurodegenerative disease: a comprehensive exploration of advances, limitations and future prospects.","platform enhances drug uptake and retention in the brain, addressing challenges faced by traditional therapies for ndds. optimizing nanoparticle biomaterial properties and delivery methods could improve therapeutic precision and clinical outcomes.",biorxiv,41582778.0
,Computational prioritization of multi-target inhibitors: explainable QSAR and docking-based discovery of dual AChE/BACE1 chemotypes.,"the discovery of dual acetylcholinesterase (ache) and -secretase (bace1) inhibitors remains a promising strategy against multifactorial alzheimer s disease. here, rigorously curated chembl-derived data were used to develop explainable qsar (quantitative structure-activity relationship) models for dual-inhibition prioritization. molecules were standardized, near-duplicates were removed using a tanimoto similarity threshold ( 0.80), and physicochemical outliers were filtered prior to modeling. multiple classifiers (including light gradient-boosting machine, extreme gradient boosting, random forest, support vector machine, k-nearest neighbors and gradient boosting decision trees) and fingerprints (e.g., rdkit fingerprints, extended connectivity fingerprint) were benchmarked under scaffold-based nested cross-validation to prevent data leakage. class imbalance was handled with smotetomek applied strictly within training folds. model selection relied on f-score, area under the precision-recall curve, matthews correlation coefficient (mcc), and recall, and performance was accompanied by bootstrap confidence intervals, calibration curves, and y-randomization controls. in classification, the top model (gbdt ecfp6) achieved strong generalization (recall 1.00, pr-auc 0.84, mcc 0.81, f1 score 0.84). shapley additive explanations (shap) analysis highlighted aromatic and hydrogen-bonding substructures as key positive contributors. prospective candidates (e.g., chembl5082250, chembl1651126, chembl1651127) were evaluated by active-site-focused docking against ache (pdb 4ey7) and bace1 (pdb 2g94) with essential waters retained docking scores ( g, kcal mol sup",biorxiv,41603986.0
,Computational prioritization of multi-target inhibitors: explainable QSAR and docking-based discovery of dual AChE/BACE1 chemotypes.,"0.84, mcc 0.81, f1 score 0.84). shapley additive explanations (shap) analysis highlighted aromatic and hydrogen-bonding substructures as key positive contributors. prospective candidates (e.g., chembl5082250, chembl1651126, chembl1651127) were evaluated by active-site-focused docking against ache (pdb 4ey7) and bace1 (pdb 2g94) with essential waters retained docking scores ( g, kcal mol sup 1 sup ) were used for relative ranking of the ligands. swissadme pkcsm profiling suggested cns-relevant properties (e.g., mpo, logbb, p-gp liability) and acceptable oral drug-likeness. collectively, the workflow provides a reproducible and transparent pipeline for prioritizing dual ache bace1 chemotypes and nominates testable scaffolds for experimental validation.",biorxiv,41603986.0
